date;tournament_id;prefecture;shop;format;placement;player;archetype
01 Feb 26;3930;Kanagawa;トーナメントセンターバトロコ　横浜伊勢佐木町;City League (JP);12;りゅう;mega venusaur ogerpon
01 Feb 26;3930;Kanagawa;トーナメントセンターバトロコ　横浜伊勢佐木町;City League (JP);13;やたんご。;grimmsnarl froslass
01 Feb 26;3930;Kanagawa;トーナメントセンターバトロコ　横浜伊勢佐木町;City League (JP);14;リクガン;alakazam dudunsparce
01 Feb 26;3930;Kanagawa;トーナメントセンターバトロコ　横浜伊勢佐木町;City League (JP);15;わったい;dusknoir mega diancie
01 Feb 26;3930;Kanagawa;トーナメントセンターバトロコ　横浜伊勢佐木町;City League (JP);16;つきしろ;alakazam dudunsparce
01 Feb 26;3929;Chiba;トーナメントセンターバトロコ　新津田沼駅前;City League (JP);1;にわり;alakazam dragapult
01 Feb 26;3929;Chiba;トーナメントセンターバトロコ　新津田沼駅前;City League (JP);2;もち;mega lucario hariyama
01 Feb 26;3929;Chiba;トーナメントセンターバトロコ　新津田沼駅前;City League (JP);3;たにめそ;barbaracle okidogi
01 Feb 26;3929;Chiba;トーナメントセンターバトロコ　新津田沼駅前;City League (JP);4;たくみ;dragapult dusknoir
01 Feb 26;3929;Chiba;トーナメントセンターバトロコ　新津田沼駅前;City League (JP);5;渚;dragapult dusknoir
01 Feb 26;3929;Chiba;トーナメントセンターバトロコ　新津田沼駅前;City League (JP);6;ケイイチロウ;zoroark darmanitan
01 Feb 26;3929;Chiba;トーナメントセンターバトロコ　新津田沼駅前;City League (JP);7;BOSE;mega lucario barbaracle
01 Feb 26;3929;Chiba;トーナメントセンターバトロコ　新津田沼駅前;City League (JP);8;じょーじ;garchomp roserade
01 Feb 26;3929;Chiba;トーナメントセンターバトロコ　新津田沼駅前;City League (JP);9;うさこ;alakazam dudunsparce
01 Feb 26;3929;Chiba;トーナメントセンターバトロコ　新津田沼駅前;City League (JP);10;るるもっぺ;dragapult dusknoir
01 Feb 26;3929;Chiba;トーナメントセンターバトロコ　新津田沼駅前;City League (JP);11;よし;dragapult meowth
01 Feb 26;3929;Chiba;トーナメントセンターバトロコ　新津田沼駅前;City League (JP);12;さかき;dragapult dusknoir
01 Feb 26;3929;Chiba;トーナメントセンターバトロコ　新津田沼駅前;City League (JP);13;むらさきこまち;mega starmie mega froslass
01 Feb 26;3929;Chiba;トーナメントセンターバトロコ　新津田沼駅前;City League (JP);14;なな;grimmsnarl froslass
01 Feb 26;3929;Chiba;トーナメントセンターバトロコ　新津田沼駅前;City League (JP);15;秋;zoroark
01 Feb 26;3929;Chiba;トーナメントセンターバトロコ　新津田沼駅前;City League (JP);16;ほうたる;mega venusaur ogerpon
01 Feb 26;3928;Saitama;トーナメントセンターバトロコ　川越駅前;City League (JP);1;おおば;mega lucario solrock
01 Feb 26;3928;Saitama;トーナメントセンターバトロコ　川越駅前;City League (JP);2;できそこない;dipplin thwackey
01 Feb 26;3928;Saitama;トーナメントセンターバトロコ　川越駅前;City League (JP);3;いんちぇ;dragapult dusknoir
01 Feb 26;3928;Saitama;トーナメントセンターバトロコ　川越駅前;City League (JP);4;あじのり;mega lucario hariyama
01 Feb 26;3928;Saitama;トーナメントセンターバトロコ　川越駅前;City League (JP);5;やま;mega lucario hariyama
01 Feb 26;3928;Saitama;トーナメントセンターバトロコ　川越駅前;City League (JP);6;なかじ;dragapult dusknoir
01 Feb 26;3928;Saitama;トーナメントセンターバトロコ　川越駅前;City League (JP);7;わさび;spidops mewtwo
01 Feb 26;3928;Saitama;トーナメントセンターバトロコ　川越駅前;City League (JP);8;ぶっち;honchkrow porygon-z
01 Feb 26;3928;Saitama;トーナメントセンターバトロコ　川越駅前;City League (JP);9;たなぼた;noctowl terapagos
01 Feb 26;3928;Saitama;トーナメントセンターバトロコ　川越駅前;City League (JP);10;うみ;ogerpon mega venusaur
01 Feb 26;3928;Saitama;トーナメントセンターバトロコ　川越駅前;City League (JP);11;デスク;mega lucario hariyama
01 Feb 26;3928;Saitama;トーナメントセンターバトロコ　川越駅前;City League (JP);12;たっしー;mega lucario hariyama
01 Feb 26;3928;Saitama;トーナメントセンターバトロコ　川越駅前;City League (JP);13;たにゆう;dragapult blaziken
01 Feb 26;3928;Saitama;トーナメントセンターバトロコ　川越駅前;City League (JP);14;かど;spidops mewtwo
01 Feb 26;3928;Saitama;トーナメントセンターバトロコ　川越駅前;City League (JP);15;ばど;dragapult dusknoir
01 Feb 26;3928;Saitama;トーナメントセンターバトロコ　川越駅前;City League (JP);16;Latte;ceruledge
01 Feb 26;3927;Hokkaido;バトロコミニ苫小牧バイパス店;City League (JP);1;たなぼた;ogerpon mega kangaskhan
01 Feb 26;3927;Hokkaido;バトロコミニ苫小牧バイパス店;City League (JP);2;スケ;spidops mewtwo
01 Feb 26;3927;Hokkaido;バトロコミニ苫小牧バイパス店;City League (JP);3;hina;dragapult dusknoir
01 Feb 26;3927;Hokkaido;バトロコミニ苫小牧バイパス店;City League (JP);4;おどりどり;dragapult mega froslass
01 Feb 26;3927;Hokkaido;バトロコミニ苫小牧バイパス店;City League (JP);5;ポム;mega lucario hariyama
01 Feb 26;3927;Hokkaido;バトロコミニ苫小牧バイパス店;City League (JP);6;PAPO@むろじむ;mega lucario hariyama
01 Feb 26;3927;Hokkaido;バトロコミニ苫小牧バイパス店;City League (JP);7;じゅん;ogerpon arboliva
01 Feb 26;3927;Hokkaido;バトロコミニ苫小牧バイパス店;City League (JP);8;セツ;flareon noctowl
01 Feb 26;3927;Hokkaido;バトロコミニ苫小牧バイパス店;City League (JP);9;オニマロ;spidops mewtwo
01 Feb 26;3927;Hokkaido;バトロコミニ苫小牧バイパス店;City League (JP);10;なげえ;mega starmie mega froslass
01 Feb 26;3927;Hokkaido;バトロコミニ苫小牧バイパス店;City League (JP);11;みー;garchomp roserade
01 Feb 26;3927;Hokkaido;バトロコミニ苫小牧バイパス店;City League (JP);12;はる(´・ω・｀);dragapult blaziken
01 Feb 26;3927;Hokkaido;バトロコミニ苫小牧バイパス店;City League (JP);13;ちびかか;barbaracle okidogi
01 Feb 26;3927;Hokkaido;バトロコミニ苫小牧バイパス店;City League (JP);14;コウタ;jellicent dusknoir
01 Feb 26;3927;Hokkaido;バトロコミニ苫小牧バイパス店;City League (JP);15;きょむ;mega venusaur ogerpon
01 Feb 26;3927;Hokkaido;バトロコミニ苫小牧バイパス店;City League (JP);16;かりめろ;dragapult noctowl
01 Feb 26;3926;Tōkyō;カードショップリドル京急蒲田店;City League (JP);1;たくちゃん;mega lucario solrock
01 Feb 26;3926;Tōkyō;カードショップリドル京急蒲田店;City League (JP);2;ヌーブ;metagross
01 Feb 26;3926;Tōkyō;カードショップリドル京急蒲田店;City League (JP);3;ほくと;dragapult noctowl
01 Feb 26;3926;Tōkyō;カードショップリドル京急蒲田店;City League (JP);4;くわがた;zoroark dusknoir
01 Feb 26;3926;Tōkyō;カードショップリドル京急蒲田店;City League (JP);5;リョウ;dragapult dusknoir
01 Feb 26;3926;Tōkyō;カードショップリドル京急蒲田店;City League (JP);6;まぐろ;mega lucario solrock
01 Feb 26;3926;Tōkyō;カードショップリドル京急蒲田店;City League (JP);7;牛肉;garchomp roserade
01 Feb 26;3926;Tōkyō;カードショップリドル京急蒲田店;City League (JP);8;ユウタ;mega lucario hariyama
01 Feb 26;3926;Tōkyō;カードショップリドル京急蒲田店;City League (JP);9;ユウキ;grimmsnarl froslass
01 Feb 26;3926;Tōkyō;カードショップリドル京急蒲田店;City League (JP);10;ハッシュ;dragapult crobat
01 Feb 26;3926;Tōkyō;カードショップリドル京急蒲田店;City League (JP);11;はるか;greninja mega froslass
01 Feb 26;3926;Tōkyō;カードショップリドル京急蒲田店;City League (JP);12;エルベ;mega lucario solrock
01 Feb 26;3926;Tōkyō;カードショップリドル京急蒲田店;City League (JP);13;マツ;dragapult crobat
01 Feb 26;3926;Tōkyō;カードショップリドル京急蒲田店;City League (JP);14;ナオヤ;dragapult dusknoir
01 Feb 26;3926;Tōkyō;カードショップリドル京急蒲田店;City League (JP);15;こぎまる;dragapult dusknoir
01 Feb 26;3926;Tōkyō;カードショップリドル京急蒲田店;City League (JP);16;チャンユウ;dragapult blaziken
01 Feb 26;3925;Kanagawa;チェルモサード;City League (JP);1;ちきん;mega lucario hariyama
01 Feb 26;3925;Kanagawa;チェルモサード;City League (JP);2;ヒトヨシ;mega meganium ogerpon
01 Feb 26;3925;Kanagawa;チェルモサード;City League (JP);3;elmo;decidueye vivillon
01 Feb 26;3925;Kanagawa;チェルモサード;City League (JP);4;例のあのTシャツ;mega lucario hariyama
01 Feb 26;3925;Kanagawa;チェルモサード;City League (JP);5;コーラピザ;mega meganium ogerpon
01 Feb 26;3925;Kanagawa;チェルモサード;City League (JP);6;タクヤ;mega lucario hariyama
01 Feb 26;3925;Kanagawa;チェルモサード;City League (JP);7;ヨイシュン;mega lucario hariyama
01 Feb 26;3925;Kanagawa;チェルモサード;City League (JP);8;のぶ;honchkrow porygon-z
31 Jan 26;3924;Yamaguchi;ドラグーン周南;City League (JP);1;てつ;dragapult dusknoir
31 Jan 26;3924;Yamaguchi;ドラグーン周南;City League (JP);2;超ともなし;spidops mewtwo
31 Jan 26;3924;Yamaguchi;ドラグーン周南;City League (JP);3;きょわわー;dragapult dusknoir
31 Jan 26;3924;Yamaguchi;ドラグーン周南;City League (JP);4;りょー;mega starmie mega froslass
31 Jan 26;3924;Yamaguchi;ドラグーン周南;City League (JP);5;あーたん;alakazam dudunsparce
31 Jan 26;3924;Yamaguchi;ドラグーン周南;City League (JP);6;タナッキー;grimmsnarl froslass
31 Jan 26;3924;Yamaguchi;ドラグーン周南;City League (JP);7;ランサー;mega meganium ogerpon
31 Jan 26;3924;Yamaguchi;ドラグーン周南;City League (JP);8;d;barbaracle solrock
31 Jan 26;3924;Yamaguchi;ドラグーン周南;City League (JP);9;ふじたま;barbaracle okidogi
31 Jan 26;3924;Yamaguchi;ドラグーン周南;City League (JP);10;May;dipplin rillaboom
31 Jan 26;3924;Yamaguchi;ドラグーン周南;City League (JP);11;ゆーちゃん;metagross empoleon
31 Jan 26;3924;Yamaguchi;ドラグーン周南;City League (JP);12;キズナ;noctowl flareon
31 Jan 26;3924;Yamaguchi;ドラグーン周南;City League (JP);13;ともや;mega starmie mega froslass
31 Jan 26;3924;Yamaguchi;ドラグーン周南;City League (JP);14;かさ;mega audino mega absol
31 Jan 26;3924;Yamaguchi;ドラグーン周南;City League (JP);15;さとう;mega lucario hariyama
31 Jan 26;3924;Yamaguchi;ドラグーン周南;City League (JP);16;ソラ;dragapult blaziken
31 Jan 26;3923;Gifu;宝島　多治見店;City League (JP);1;タカヤムソン;mega starmie mega froslass
31 Jan 26;3923;Gifu;宝島　多治見店;City League (JP);2;のんきー;spidops mewtwo
31 Jan 26;3923;Gifu;宝島　多治見店;City League (JP);3;ハイド;mega lucario hariyama
31 Jan 26;3923;Gifu;宝島　多治見店;City League (JP);4;にし;dragapult dusknoir
31 Jan 26;3923;Gifu;宝島　多治見店;City League (JP);5;ムギ;mega venusaur ogerpon
31 Jan 26;3923;Gifu;宝島　多治見店;City League (JP);6;メガぬーだいex;mega lucario hariyama
31 Jan 26;3923;Gifu;宝島　多治見店;City League (JP);7;ヤス;dragapult dusknoir
31 Jan 26;3923;Gifu;宝島　多治見店;City League (JP);8;Myガブ;zoroark pecharunt
31 Jan 26;3923;Gifu;宝島　多治見店;City League (JP);9;チビキ;mega lucario hariyama
31 Jan 26;3923;Gifu;宝島　多治見店;City League (JP);10;シータ;dragapult dusknoir
31 Jan 26;3923;Gifu;宝島　多治見店;City League (JP);11;どろま;mega lucario hariyama
31 Jan 26;3923;Gifu;宝島　多治見店;City League (JP);12;とらを;garchomp roserade
31 Jan 26;3923;Gifu;宝島　多治見店;City League (JP);13;たくと;spidops mewtwo
31 Jan 26;3923;Gifu;宝島　多治見店;City League (JP);15;オレンジ君;grimmsnarl froslass
31 Jan 26;3923;Gifu;宝島　多治見店;City League (JP);16;ワタッコ;mega venusaur ogerpon
31 Jan 26;3922;Kagawa;ゲームアーク　丸亀店;City League (JP);1;リュウジ;grimmsnarl froslass
31 Jan 26;3922;Kagawa;ゲームアーク　丸亀店;City League (JP);2;にゃん虎;archaludon
31 Jan 26;3922;Kagawa;ゲームアーク　丸亀店;City League (JP);3;マサ;metagross empoleon
31 Jan 26;3922;Kagawa;ゲームアーク　丸亀店;City League (JP);4;るい;dragapult noctowl
31 Jan 26;3922;Kagawa;ゲームアーク　丸亀店;City League (JP);5;hiiragi_;spidops mewtwo
31 Jan 26;3922;Kagawa;ゲームアーク　丸亀店;City League (JP);6;ジョシュ;mega froslass mega starmie
31 Jan 26;3922;Kagawa;ゲームアーク　丸亀店;City League (JP);7;たか;dragapult dusknoir
31 Jan 26;3922;Kagawa;ゲームアーク　丸亀店;City League (JP);8;Q児;dragapult dusknoir
31 Jan 26;3922;Kagawa;ゲームアーク　丸亀店;City League (JP);9;野生のゴリラ;dragapult noctowl
31 Jan 26;3922;Kagawa;ゲームアーク　丸亀店;City League (JP);10;コノヨノバグ;dipplin thwackey
31 Jan 26;3922;Kagawa;ゲームアーク　丸亀店;City League (JP);11;ホーリー;dragapult noctowl
31 Jan 26;3922;Kagawa;ゲームアーク　丸亀店;City League (JP);12;Ray;mega lucario hariyama
31 Jan 26;3922;Kagawa;ゲームアーク　丸亀店;City League (JP);13;しゃうら;mega froslass
31 Jan 26;3922;Kagawa;ゲームアーク　丸亀店;City League (JP);14;Saki_chang2;mega venusaur ogerpon
31 Jan 26;3922;Kagawa;ゲームアーク　丸亀店;City League (JP);15;レイ;noctowl flareon
31 Jan 26;3922;Kagawa;ゲームアーク　丸亀店;City League (JP);16;福田和弘;mega diancie dusknoir
31 Jan 26;3921;Akita;鹿角ラボ;City League (JP);1;みきと;mega lucario hariyama
31 Jan 26;3921;Akita;鹿角ラボ;City League (JP);2;あおばけ;mega lucario hariyama
31 Jan 26;3921;Akita;鹿角ラボ;City League (JP);3;Averno;zoroark darmanitan
31 Jan 26;3921;Akita;鹿角ラボ;City League (JP);4;おがちゃん;mega starmie mega froslass
31 Jan 26;3921;Akita;鹿角ラボ;City League (JP);5;ひなきち;garchomp roserade
31 Jan 26;3921;Akita;鹿角ラボ;City League (JP);6;きん;mega lucario hariyama
31 Jan 26;3921;Akita;鹿角ラボ;City League (JP);7;マルホイ;greninja dusknoir
31 Jan 26;3921;Akita;鹿角ラボ;City League (JP);8;ナギ;dragapult dusknoir
31 Jan 26;3920;Ehime;カードゲームショップ　オレタン松山店;City League (JP);1;夏端月;mega kangaskhan ogerpon
31 Jan 26;3920;Ehime;カードゲームショップ　オレタン松山店;City League (JP);2;なーめ;mega lucario solrock
31 Jan 26;3920;Ehime;カードゲームショップ　オレタン松山店;City League (JP);3;ゴマ;mega diancie dusknoir
31 Jan 26;3920;Ehime;カードゲームショップ　オレタン松山店;City League (JP);4;カジ;mega venusaur ogerpon
31 Jan 26;3920;Ehime;カードゲームショップ　オレタン松山店;City League (JP);5;カニカマ;dragapult dusknoir
31 Jan 26;3920;Ehime;カードゲームショップ　オレタン松山店;City League (JP);6;まうつ;mega lucario hariyama
31 Jan 26;3920;Ehime;カードゲームショップ　オレタン松山店;City League (JP);7;ハー;zoroark
31 Jan 26;3920;Ehime;カードゲームショップ　オレタン松山店;City League (JP);8;Kuro。;mega lucario hariyama
31 Jan 26;3920;Ehime;カードゲームショップ　オレタン松山店;City League (JP);9;ベンズマン;mega lucario solrock
31 Jan 26;3920;Ehime;カードゲームショップ　オレタン松山店;City League (JP);10;コーダイ;dragapult mega lopunny
31 Jan 26;3920;Ehime;カードゲームショップ　オレタン松山店;City League (JP);11;たすく;ceruledge
31 Jan 26;3920;Ehime;カードゲームショップ　オレタン松山店;City League (JP);12;ささみ;mega starmie mega froslass
31 Jan 26;3920;Ehime;カードゲームショップ　オレタン松山店;City League (JP);13;つばさ;zoroark darmanitan
31 Jan 26;3920;Ehime;カードゲームショップ　オレタン松山店;City League (JP);14;イチバ;jellicent
31 Jan 26;3920;Ehime;カードゲームショップ　オレタン松山店;City League (JP);15;ガンソン;metagross jellicent
31 Jan 26;3920;Ehime;カードゲームショップ　オレタン松山店;City League (JP);16;マサト;mega venusaur ogerpon
31 Jan 26;3919;Ōsaka;トイコンプ　住道店;City League (JP);1;sai_;grimmsnarl froslass
31 Jan 26;3919;Ōsaka;トイコンプ　住道店;City League (JP);2;ちろる;barbaracle okidogi
31 Jan 26;3919;Ōsaka;トイコンプ　住道店;City League (JP);3;ゆき;dragapult dusknoir
31 Jan 26;3919;Ōsaka;トイコンプ　住道店;City League (JP);4;U;zoroark darmanitan
31 Jan 26;3919;Ōsaka;トイコンプ　住道店;City League (JP);5;まっぺ;honchkrow porygon-z
31 Jan 26;3919;Ōsaka;トイコンプ　住道店;City League (JP);6;むげつ;mega lucario hariyama
31 Jan 26;3919;Ōsaka;トイコンプ　住道店;City League (JP);7;マル;mega lucario hariyama
31 Jan 26;3919;Ōsaka;トイコンプ　住道店;City League (JP);8;コタロウ;jellicent clefairy
31 Jan 26;3919;Ōsaka;トイコンプ　住道店;City League (JP);9;しもすば;zoroark darmanitan
31 Jan 26;3919;Ōsaka;トイコンプ　住道店;City League (JP);10;タル;dragapult dusknoir
31 Jan 26;3919;Ōsaka;トイコンプ　住道店;City League (JP);11;あゆー;dragapult dusknoir
31 Jan 26;3919;Ōsaka;トイコンプ　住道店;City League (JP);12;おしるこ;dragapult dusknoir
31 Jan 26;3919;Ōsaka;トイコンプ　住道店;City League (JP);13;レイン;archaludon
31 Jan 26;3919;Ōsaka;トイコンプ　住道店;City League (JP);14;りょー;mega froslass mega starmie
31 Jan 26;3919;Ōsaka;トイコンプ　住道店;City League (JP);15;マシュ木;dragapult dusknoir
31 Jan 26;3919;Ōsaka;トイコンプ　住道店;City League (JP);16;マホリカ;dragapult dusknoir
31 Jan 26;3918;Hokkaido;トーナメントセンターバトロコ　旭川駅前;City League (JP);1;くれをぱとら;mega starmie mega froslass
31 Jan 26;3918;Hokkaido;トーナメントセンターバトロコ　旭川駅前;City League (JP);2;りょりょ;mega lucario hariyama
31 Jan 26;3918;Hokkaido;トーナメントセンターバトロコ　旭川駅前;City League (JP);3;とんがらし;honchkrow porygon-z
31 Jan 26;3918;Hokkaido;トーナメントセンターバトロコ　旭川駅前;City League (JP);4;はやと;dragapult
31 Jan 26;3918;Hokkaido;トーナメントセンターバトロコ　旭川駅前;City League (JP);5;どどどどっこい;mega lucario hariyama
31 Jan 26;3918;Hokkaido;トーナメントセンターバトロコ　旭川駅前;City League (JP);6;kk;greninja dusknoir
31 Jan 26;3918;Hokkaido;トーナメントセンターバトロコ　旭川駅前;City League (JP);7;フブキ;dragapult noctowl
31 Jan 26;3918;Hokkaido;トーナメントセンターバトロコ　旭川駅前;City League (JP);8;はまつー;grimmsnarl froslass
31 Jan 26;3918;Hokkaido;トーナメントセンターバトロコ　旭川駅前;City League (JP);9;けーえぬ;noctowl flareon
31 Jan 26;3918;Hokkaido;トーナメントセンターバトロコ　旭川駅前;City League (JP);10;どんき;mega lucario
31 Jan 26;3918;Hokkaido;トーナメントセンターバトロコ　旭川駅前;City League (JP);11;よし;ceruledge
31 Jan 26;3918;Hokkaido;トーナメントセンターバトロコ　旭川駅前;City League (JP);12;ひぃらぎ;mega meganium mega venusaur
31 Jan 26;3918;Hokkaido;トーナメントセンターバトロコ　旭川駅前;City League (JP);13;ゆうた;dragapult crobat
31 Jan 26;3918;Hokkaido;トーナメントセンターバトロコ　旭川駅前;City League (JP);14;セリカ;mega lucario hariyama
31 Jan 26;3918;Hokkaido;トーナメントセンターバトロコ　旭川駅前;City League (JP);15;ルルアリス;greninja mega starmie
31 Jan 26;3918;Hokkaido;トーナメントセンターバトロコ　旭川駅前;City League (JP);16;ヌケニン;mega froslass mega starmie
31 Jan 26;3917;Shizuoka;TSUTAYA富士八幡町店;City League (JP);1;あきら;diggersby munkidori
31 Jan 26;3917;Shizuoka;TSUTAYA富士八幡町店;City League (JP);2;トッキー;grimmsnarl mega froslass
31 Jan 26;3917;Shizuoka;TSUTAYA富士八幡町店;City League (JP);3;あんのうん;grimmsnarl froslass
31 Jan 26;3917;Shizuoka;TSUTAYA富士八幡町店;City League (JP);4;のん;dragapult dusknoir
31 Jan 26;3917;Shizuoka;TSUTAYA富士八幡町店;City League (JP);5;ヒロ丸;dragapult noctowl
31 Jan 26;3917;Shizuoka;TSUTAYA富士八幡町店;City League (JP);6;兎角;garchomp roserade
31 Jan 26;3917;Shizuoka;TSUTAYA富士八幡町店;City League (JP);7;ぐらんまん;archaludon
31 Jan 26;3917;Shizuoka;TSUTAYA富士八幡町店;City League (JP);8;シン;mega froslass mega starmie
31 Jan 26;3917;Shizuoka;TSUTAYA富士八幡町店;City League (JP);9;たけ;mega starmie mega froslass
31 Jan 26;3917;Shizuoka;TSUTAYA富士八幡町店;City League (JP);10;ワクラ;noctowl ogerpon-wellspring
31 Jan 26;3917;Shizuoka;TSUTAYA富士八幡町店;City League (JP);11;そら;ceruledge solrock
31 Jan 26;3917;Shizuoka;TSUTAYA富士八幡町店;City League (JP);12;依田芳人;mega lucario hariyama
31 Jan 26;3917;Shizuoka;TSUTAYA富士八幡町店;City League (JP);13;タッツー;mega lucario hariyama
31 Jan 26;3917;Shizuoka;TSUTAYA富士八幡町店;City League (JP);14;カルピス;dragapult dusknoir
31 Jan 26;3917;Shizuoka;TSUTAYA富士八幡町店;City League (JP);15;しまむら。;mega meganium ogerpon
31 Jan 26;3917;Shizuoka;TSUTAYA富士八幡町店;City League (JP);16;じぇのす;rillaboom dipplin
31 Jan 26;3916;Aichi;三洋堂書店　新開橋店;City League (JP);1;シラス;dragapult dusknoir
31 Jan 26;3916;Aichi;三洋堂書店　新開橋店;City League (JP);2;タックン;spidops mewtwo
31 Jan 26;3916;Aichi;三洋堂書店　新開橋店;City League (JP);3;ベーベノーム;dragapult noctowl
31 Jan 26;3916;Aichi;三洋堂書店　新開橋店;City League (JP);4;ミサキ;garchomp roserade
31 Jan 26;3916;Aichi;三洋堂書店　新開橋店;City League (JP);5;カツキ;dragapult blaziken
31 Jan 26;3916;Aichi;三洋堂書店　新開橋店;City League (JP);6;ken;dragapult dusknoir
31 Jan 26;3916;Aichi;三洋堂書店　新開橋店;City League (JP);7;みずぐち;dragapult dusknoir
31 Jan 26;3916;Aichi;三洋堂書店　新開橋店;City League (JP);8;しぼりめがね;garchomp roserade
31 Jan 26;3916;Aichi;三洋堂書店　新開橋店;City League (JP);9;れん;dragapult blaziken
31 Jan 26;3916;Aichi;三洋堂書店　新開橋店;City League (JP);10;ハロハロ;thwackey dipplin
31 Jan 26;3916;Aichi;三洋堂書店　新開橋店;City League (JP);11;GR前田;mega lucario hariyama
31 Jan 26;3916;Aichi;三洋堂書店　新開橋店;City League (JP);12;さばかん;honchkrow porygon-z
31 Jan 26;3916;Aichi;三洋堂書店　新開橋店;City League (JP);13;hiro;mega lucario hariyama
31 Jan 26;3916;Aichi;三洋堂書店　新開橋店;City League (JP);14;杉ちゃん;garchomp roserade
31 Jan 26;3916;Aichi;三洋堂書店　新開橋店;City League (JP);15;りゅう;grimmsnarl froslass
31 Jan 26;3916;Aichi;三洋堂書店　新開橋店;City League (JP);16;ゆゆまる;archaludon
31 Jan 26;3915;Saitama;Wonder GOO　入間店;City League (JP);1;ポニまろ;garchomp roserade
31 Jan 26;3915;Saitama;Wonder GOO　入間店;City League (JP);2;レイ;dragapult dusknoir
31 Jan 26;3915;Saitama;Wonder GOO　入間店;City League (JP);3;ごはん;mega lucario hariyama
31 Jan 26;3915;Saitama;Wonder GOO　入間店;City League (JP);4;よっしー;mega starmie mega froslass
31 Jan 26;3915;Saitama;Wonder GOO　入間店;City League (JP);5;ヤモタク;mega lucario hariyama
31 Jan 26;3915;Saitama;Wonder GOO　入間店;City League (JP);6;si;honchkrow porygon-z
31 Jan 26;3915;Saitama;Wonder GOO　入間店;City League (JP);7;みなみ;garchomp roserade
31 Jan 26;3915;Saitama;Wonder GOO　入間店;City League (JP);8;N;dragapult dusknoir
31 Jan 26;3915;Saitama;Wonder GOO　入間店;City League (JP);9;シュン;garchomp roserade
31 Jan 26;3915;Saitama;Wonder GOO　入間店;City League (JP);10;じょーかー;dragapult dusknoir
31 Jan 26;3915;Saitama;Wonder GOO　入間店;City League (JP);11;ゆうま;dragapult dusknoir
31 Jan 26;3915;Saitama;Wonder GOO　入間店;City League (JP);12;オースティン;mega venusaur ogerpon
31 Jan 26;3915;Saitama;Wonder GOO　入間店;City League (JP);13;Tuna;mega lucario hariyama
31 Jan 26;3915;Saitama;Wonder GOO　入間店;City League (JP);14;はるきー;mega lucario hariyama
31 Jan 26;3915;Saitama;Wonder GOO　入間店;City League (JP);15;お銀;ogerpon mega venusaur
31 Jan 26;3915;Saitama;Wonder GOO　入間店;City League (JP);16;︎????︎五月雨五月????;metagross jellicent
31 Jan 26;3914;Tōkyō;BOOKOFFSUPERBAZAAR町田中央通り店;City League (JP);1;tsk;alakazam dudunsparce
31 Jan 26;3914;Tōkyō;BOOKOFFSUPERBAZAAR町田中央通り店;City League (JP);2;あり;mega starmie mega froslass
31 Jan 26;3914;Tōkyō;BOOKOFFSUPERBAZAAR町田中央通り店;City League (JP);3;バービー;spidops mewtwo
31 Jan 26;3914;Tōkyō;BOOKOFFSUPERBAZAAR町田中央通り店;City League (JP);4;はやと;alakazam dudunsparce
31 Jan 26;3914;Tōkyō;BOOKOFFSUPERBAZAAR町田中央通り店;City League (JP);5;しゅり;spidops mewtwo
31 Jan 26;3914;Tōkyō;BOOKOFFSUPERBAZAAR町田中央通り店;City League (JP);6;uc.;dragapult
31 Jan 26;3914;Tōkyō;BOOKOFFSUPERBAZAAR町田中央通り店;City League (JP);7;ともき;honchkrow porygon-z
31 Jan 26;3914;Tōkyō;BOOKOFFSUPERBAZAAR町田中央通り店;City League (JP);8;なおまお;dragapult dusknoir
31 Jan 26;3914;Tōkyō;BOOKOFFSUPERBAZAAR町田中央通り店;City League (JP);9;ただの凡人/Kiryu;mega lucario hariyama
31 Jan 26;3914;Tōkyō;BOOKOFFSUPERBAZAAR町田中央通り店;City League (JP);10;チリぺ;dragapult dusknoir
31 Jan 26;3914;Tōkyō;BOOKOFFSUPERBAZAAR町田中央通り店;City League (JP);11;ジュンコ;dragapult dusknoir
31 Jan 26;3914;Tōkyō;BOOKOFFSUPERBAZAAR町田中央通り店;City League (JP);12;大和の剱;mega meganium ogerpon
31 Jan 26;3914;Tōkyō;BOOKOFFSUPERBAZAAR町田中央通り店;City League (JP);13;デヤング;mega lucario hariyama
31 Jan 26;3914;Tōkyō;BOOKOFFSUPERBAZAAR町田中央通り店;City League (JP);14;いろなす;garchomp roserade
31 Jan 26;3914;Tōkyō;BOOKOFFSUPERBAZAAR町田中央通り店;City League (JP);15;おはよう;flareon leafeon
31 Jan 26;3914;Tōkyō;BOOKOFFSUPERBAZAAR町田中央通り店;City League (JP);16;じゅんP;alakazam dudunsparce
31 Jan 26;3913;Ōsaka;GIRAFULLなんば店;City League (JP);1;マッシブーン;grimmsnarl froslass
31 Jan 26;3913;Ōsaka;GIRAFULLなんば店;City League (JP);2;WORK;mega lucario hariyama
31 Jan 26;3913;Ōsaka;GIRAFULLなんば店;City League (JP);3;クロヒナ;honchkrow porygon-z
31 Jan 26;3913;Ōsaka;GIRAFULLなんば店;City League (JP);4;けん;porygon-z honchkrow
31 Jan 26;3913;Ōsaka;GIRAFULLなんば店;City League (JP);5;adn;archaludon
31 Jan 26;3913;Ōsaka;GIRAFULLなんば店;City League (JP);6;ざっぷ;dusknoir mega diancie
