meta;archetype;card_name;card_identifier;total_count;max_count;deck_count;total_decks_in_archetype;percentage_in_archetype;set_code;set_name;set_number;rarity;type;image_url
SVI-PFL;Froslass Munkidori;Manaphy;BRS_41;3;1;3;44;6,8;BRS;;41;Rare;WBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/BRS/BRS_041_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Wellspring Mask Ogerpon ex;TWM_64;3;1;3;44;6,8;TWM;;64;Double Rare;WBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_064_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Mantine;ASR_34;1;1;1;44;2,3;ASR;;34;Common;WBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASR/ASR_034_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Froslass;TWM_53;155;4;44;44;100,0;TWM;;53;Rare;WStage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_053_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Glalie;TWM_52;1;1;1;44;2,3;TWM;;52;Uncommon;WStage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_052_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Golduck;MEP_8;1;1;1;44;2,3;MEP;;8;;WStage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEP/MEP_008_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Mega Froslass ex;ASC_47;1;1;1;44;2,3;ASC;;47;Double Rare;WStage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_047_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Iron Thorns ex;TWM_77;1;1;1;44;2,3;TWM;;77;Double Rare;LBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_077_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Munkidori;TWM_95;167;4;44;44;100,0;TWM;;95;Rare;PBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_095_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Cleffa;OBF_80;4;1;4;44;9,1;OBF;;80;Common;PBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/OBF/OBF_080_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Mawile;LOR_71;3;1;3;44;6,8;LOR;;71;Common;PBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LOR/LOR_071_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Flittle;SVI_100;1;1;1;44;2,3;SVI;;100;Common;PBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_100_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Latias ex;SSP_76;1;1;1;44;2,3;SSP;;76;Double Rare;PBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_076_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Lillie's Clefairy ex;JTG_56;1;1;1;44;2,3;JTG;;56;Double Rare;PBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_056_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Palossand ex;SSP_91;2;2;1;44;2,3;SSP;;91;Double Rare;PStage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_091_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Ting-Lu ex;PAL_127;10;1;10;44;22,7;PAL;;127;Double Rare;FBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_127_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Hoopa ex;PAR_98;4;1;4;44;9,1;PAR;;98;Double Rare;FBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_098_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Ting-Lu;TWM_110;4;2;3;44;6,8;TWM;;110;Rare;FBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_110_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Ethan's Sudowoodo;DRI_93;1;1;1;44;2,3;DRI;;93;Common;FBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_093_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Sandygast;SIT_99;2;2;1;44;2,3;SIT;;99;Common;FBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SIT/SIT_099_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Terrakion;WHT_54;1;1;1;44;2,3;WHT;;54;Rare;FBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/WHT/WHT_054_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Palossand;SIT_100;1;1;1;44;2,3;SIT;;100;Uncommon;FStage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SIT/SIT_100_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Yveltal;MEG_88;13;3;9;44;20,5;MEG;;88;Rare;DBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_088_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Fezandipiti ex;SFA_38;8;1;8;44;18,2;SFA;;38;Double Rare;DBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_038_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Genesect;SFA_40;1;1;1;44;2,3;SFA;;40;Uncommon;MBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_040_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Bloodmoon Ursaluna ex;TWM_141;43;1;43;44;97,7;TWM;;141;Double Rare;CBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_141_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Hop's Cramorant;JTG_138;5;1;5;44;11,4;JTG;;138;Uncommon;CBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_138_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Buneary;PFL_83;1;1;1;44;2,3;PFL;;83;Common;CBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_083_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Dunsparce;PAL_156;2;2;1;44;2,3;PAL;;156;Common;CBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_156_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Dudunsparce;TEF_129;2;2;1;44;2,3;TEF;;129;Rare;CStage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_129_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Dudunsparce ex;JTG_121;1;1;1;44;2,3;JTG;;121;Double Rare;CStage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_121_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Mega Lopunny ex;PFL_84;1;1;1;44;2,3;PFL;;84;Double Rare;CStage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_084_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Darkness Energy;SVE_23;205;6;44;44;100,0;SVE;;23;Basic Energy;Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVE/SVE_023_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Psychic Energy;SVE_21;5;2;3;44;6,8;SVE;;21;Basic Energy;Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVE/SVE_021_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Water Energy;SVE_19;4;2;3;44;6,8;SVE;;19;Basic Energy;Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVE/SVE_019_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Fighting Energy;SVE_22;4;3;2;44;4,5;SVE;;22;Basic Energy;Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVE/SVE_022_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Grass Energy;SVE_17;5;5;1;44;2,3;SVE;;17;Basic Energy;Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVE/SVE_017_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Counter Catcher;PAR_160;130;4;44;44;100,0;PAR;;160;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_160_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Night Stretcher;SFA_61;111;4;44;44;100,0;SFA;;61;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_061_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Buddy-Buddy Poffin;PRE_101;103;4;43;44;97,7;PRE;;101;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_101_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Ultra Ball;ASC_213;58;4;43;44;97,7;ASC;;213;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_213_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Earthen Vessel;PRE_106;47;2;42;44;95,5;PRE;;106;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_106_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Nest Ball;SVI_181;84;4;41;44;93,2;SVI;;181;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_181_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Pokégear 3.0;SSH_174;70;4;37;44;84,1;SSH;;174;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSH/SSH_174_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Unfair Stamp;TWM_165;25;1;25;44;56,8;TWM;;165;Ultra Rare;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_165_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Switch;MEG_130;21;2;19;44;43,2;MEG;;130;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_130_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Super Rod;PAL_188;17;2;16;44;36,4;PAL;;188;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_188_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Secret Box;TWM_163;11;1;11;44;25,0;TWM;;163;Ultra Rare;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_163_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Energy Switch;MEG_115;6;1;6;44;13,6;MEG;;115;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_115_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Enhanced Hammer;TWM_148;5;1;5;44;11,4;TWM;;148;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_148_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Precious Trolley;SSP_185;4;1;4;44;9,1;SSP;;185;Ultra Rare;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_185_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Crushing Hammer;SSH_159;6;3;3;44;6,8;SSH;;159;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSH/SSH_159_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Switch Cart;ASR_154;2;1;2;44;4,5;ASR;;154;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASR/ASR_154_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Tool Scrapper;ASC_212;2;1;2;44;4,5;ASC;;212;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_212_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Bug Catching Set;PRE_102;4;4;1;44;2,3;PRE;;102;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_102_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Hisuian Heavy Ball;ASR_146;1;1;1;44;2,3;ASR;;146;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASR/ASR_146_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Poké Pad;ASC_198;2;2;1;44;2,3;ASC;;198;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_198_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Luminous Energy;PAL_191;43;2;33;44;75,0;PAL;;191;Uncommon;Special Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_191_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Prism Energy;ASC_216;30;4;14;44;31,8;ASC;;216;Uncommon;Special Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_216_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Artazon;PAL_171;91;4;41;44;93,2;PAL;;171;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_171_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Neutralization Zone;SFA_60;5;1;5;44;11,4;SFA;;60;Ultra Rare;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_060_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Town Store;OBF_196;4;2;3;44;6,8;OBF;;196;Common;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/OBF/OBF_196_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Calamitous Wasteland;PAL_175;1;1;1;44;2,3;PAL;;175;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_175_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Forest of Vitality;ASC_188;4;4;1;44;2,3;ASC;;188;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_188_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Team Rocket's Watchtower;ASC_210;1;1;1;44;2,3;ASC;;210;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_210_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Temple of Sinnoh;ASR_155;2;2;1;44;2,3;ASR;;155;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASR/ASR_155_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Iono;PAL_185;169;4;44;44;100,0;PAL;;185;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_185_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Arven;SVI_166;157;4;43;44;97,7;SVI;;166;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_166_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Professor's Research;PRE_122;100;4;35;44;79,5;PRE;;122;Common;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_122_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Lillie's Determination;ASC_192;52;4;13;44;29,5;ASC;;192;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_192_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Penny;SVI_183;10;2;9;44;20,5;SVI;;183;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_183_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Irida;CRZ_GG63;15;4;4;44;9,1;CRZ;;GG63;Ultra Rare;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/CRZ/CRZ_GG63_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Larry's Skill;PRE_115;4;1;4;44;9,1;PRE;;115;Common;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_115_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Colress's Tenacity;SFA_57;6;4;3;44;6,8;SFA;;57;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_057_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Morty's Conviction;TEF_155;7;3;3;44;6,8;TEF;;155;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_155_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Boss's Orders;ASC_183;2;1;2;44;4,5;ASC;;183;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_183_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Brock's Scouting;JTG_146;6;3;2;44;4,5;JTG;;146;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_146_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Lana's Aid;TWM_155;2;1;2;44;4,5;TWM;;155;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_155_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Professor Turo's Scenario;PRE_121;2;1;2;44;4,5;PRE;;121;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_121_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Arezu;LOR_153;1;1;1;44;2,3;LOR;;153;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LOR/LOR_153_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Carmine;PRE_103;1;1;1;44;2,3;PRE;;103;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_103_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Crispin;PRE_105;2;2;1;44;2,3;PRE;;105;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_105_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Dawn;PFL_87;4;4;1;44;2,3;PFL;;87;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_087_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Eri;TEF_146;1;1;1;44;2,3;TEF;;146;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_146_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Erika's Invitation;MEW_160;1;1;1;44;2,3;MEW;;160;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEW/MEW_160_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Hassel;TWM_151;3;3;1;44;2,3;TWM;;151;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_151_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Judge;SVI_176;1;1;1;44;2,3;SVI;;176;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_176_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Miriam;SVI_179;1;1;1;44;2,3;SVI;;179;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_179_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Team Rocket's Petrel;ASC_207;1;1;1;44;2,3;ASC;;207;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_207_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Technical Machine: Devolution;PAR_177;84;3;44;44;100,0;PAR;;177;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_177_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Bravery Charm;PAL_173;71;3;38;44;86,4;PAL;;173;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_173_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Rescue Board;PRE_126;39;2;28;44;63,6;PRE;;126;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_126_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Counter Gain;ASC_186;22;1;22;44;50,0;ASC;;186;Common;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_186_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Air Balloon;ASC_181;22;2;17;44;38,6;ASC;;181;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_181_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Gravity Gemstone;SCR_137;14;1;14;44;31,8;SCR;;137;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_137_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Technical Machine: Evolution;PAR_178;12;1;12;44;27,3;PAR;;178;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_178_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Luxurious Cape;PAR_166;4;1;4;44;9,1;PAR;;166;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_166_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Hero's Cape;TEF_152;1;1;1;44;2,3;TEF;;152;Ultra Rare;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_152_R_EN_LG.png
SVI-PFL;Froslass Munkidori;Hop's Choice Band;JTG_148;1;1;1;44;2,3;JTG;;148;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_148_R_EN_LG.png
City League;Froslass Solrock;Shaymin;DRI_10;1;1;1;1;100,0;DRI;;10;Uncommon;GBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_010_R_EN_LG.png
City League;Froslass Solrock;Psyduck;ASC_39;1;1;1;1;100,0;ASC;;39;Common;WBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_039_R_EN_LG.png
City League;Froslass Solrock;Snorunt;ASC_46;2;2;1;1;100,0;ASC;;46;Common;WBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_046_R_EN_LG.png
City League;Froslass Solrock;Froslass;TWM_53;2;2;1;1;100,0;TWM;;53;Rare;WStage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_053_R_EN_LG.png
City League;Froslass Solrock;Munkidori;TWM_95;3;3;1;1;100,0;TWM;;95;Rare;PBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_095_R_EN_LG.png
City League;Froslass Solrock;Bloodmoon Ursaluna;PRE_54;1;1;1;1;100,0;PRE;;54;Rare;FBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_054_R_EN_LG.png
City League;Froslass Solrock;Cornerstone Mask Ogerpon ex;TWM_112;1;1;1;1;100,0;TWM;;112;Double Rare;FBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_112_R_EN_LG.png
City League;Froslass Solrock;Lunatone;MEG_74;2;2;1;1;100,0;MEG;;74;Rare;FBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_074_R_EN_LG.png
City League;Froslass Solrock;Solrock;MEG_75;3;3;1;1;100,0;MEG;;75;Uncommon;FBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_075_R_EN_LG.png
City League;Froslass Solrock;Darkness Energy;SVE_23;4;4;1;1;100,0;SVE;;23;Basic Energy;Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVE/SVE_023_R_EN_LG.png
City League;Froslass Solrock;Fighting Energy;SVE_22;7;7;1;1;100,0;SVE;;22;Basic Energy;Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVE/SVE_022_R_EN_LG.png
City League;Froslass Solrock;Energy Retrieval;SSH_160;2;2;1;1;100,0;SSH;;160;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSH/SSH_160_R_EN_LG.png
City League;Froslass Solrock;Fighting Gong;ASC_187;4;4;1;1;100,0;ASC;;187;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_187_R_EN_LG.png
City League;Froslass Solrock;Night Stretcher;SFA_61;3;3;1;1;100,0;SFA;;61;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_061_R_EN_LG.png
City League;Froslass Solrock;Poké Pad;ASC_198;4;4;1;1;100,0;ASC;;198;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_198_R_EN_LG.png
City League;Froslass Solrock;Pokégear 3.0;SSH_174;2;2;1;1;100,0;SSH;;174;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSH/SSH_174_R_EN_LG.png
City League;Froslass Solrock;Prime Catcher;PRE_119;1;1;1;1;100,0;PRE;;119;Ultra Rare;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_119_R_EN_LG.png
City League;Froslass Solrock;Ultra Ball;ASC_213;2;2;1;1;100,0;ASC;;213;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_213_R_EN_LG.png
City League;Froslass Solrock;Risky Ruins;MEG_127;2;2;1;1;100,0;MEG;;127;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_127_R_EN_LG.png
City League;Froslass Solrock;Boss's Orders;ASC_183;2;2;1;1;100,0;ASC;;183;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_183_R_EN_LG.png
City League;Froslass Solrock;Crispin;PRE_105;3;3;1;1;100,0;PRE;;105;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_105_R_EN_LG.png
City League;Froslass Solrock;Lana's Aid;TWM_155;2;2;1;1;100,0;TWM;;155;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_155_R_EN_LG.png
